,0,1,2,4,6,7,8,9,10,11,12,14,15,16,17,18,19,19_assign,9_assign,11_assign
383,24,37,79,14,34,40,23,52,28,41,59,54,9,45,99,94,38,54872,140608,68921
645,50,63,23,63,36,88,81,30,7,71,31,82,41,26,65,50,45,91125,27000,357911
850,55,50,48,0,33,98,67,34,15,77,74,27,24,55,61,35,98,941192,39304,456533
1226,13,1,2,65,35,66,73,39,62,15,99,94,16,57,88,46,84,592704,59319,3375
2187,27,5,17,46,32,76,85,18,64,31,33,59,75,8,34,19,75,421875,5832,29791
2347,25,45,6,31,35,85,83,43,3,22,75,30,54,31,25,2,94,830584,79507,10648
2374,53,37,42,98,35,80,82,42,46,51,10,90,0,13,2,24,6,216,74088,132651
2379,99,66,33,7,36,77,10,46,70,18,65,98,96,58,45,84,31,29791,97336,5832
3088,96,58,89,84,33,82,68,49,46,95,51,10,77,56,28,32,29,24389,117649,857375
3101,58,67,51,13,34,84,62,47,85,4,57,51,20,18,90,48,56,175616,103823,64
3293,85,33,58,98,33,60,87,44,67,31,36,80,45,12,33,10,35,42875,85184,29791
3444,87,6,1,6,34,66,72,39,26,14,82,48,80,20,82,82,56,175616,59319,2744
3456,70,35,43,69,32,94,99,18,21,91,58,50,45,69,49,82,51,132651,5832,753571
3700,7,59,53,71,34,46,81,43,64,44,78,75,66,25,6,20,64,262144,79507,85184
4152,75,54,68,85,32,7,4,33,10,20,85,21,49,54,90,52,46,97336,35937,8000
4304,97,52,59,56,35,89,37,22,2,67,11,23,42,32,48,41,26,17576,10648,300763
4703,65,32,56,90,32,16,89,27,42,57,64,71,43,13,84,19,9,729,19683,185193
5327,18,32,8,68,36,27,78,34,59,12,37,23,60,29,44,57,6,216,39304,1728
5355,61,52,52,17,35,68,53,19,38,64,56,85,21,39,71,44,19,6859,6859,262144
5616,30,18,30,20,35,56,94,25,19,64,30,15,81,0,13,83,19,6859,15625,262144
5850,14,11,19,73,32,41,3,46,97,1,16,57,30,33,85,38,13,2197,97336,1
5967,1,24,8,41,32,20,11,49,32,24,41,74,47,59,4,9,13,2197,117649,13824
6560,19,42,65,20,32,15,77,31,10,16,49,91,95,38,96,62,70,343000,29791,4096
7146,84,63,16,92,33,4,86,32,64,18,47,1,62,48,53,18,21,9261,32768,5832
7510,89,86,4,18,34,29,92,32,30,39,81,12,24,93,57,71,62,238328,32768,59319
7740,4,66,18,85,32,94,28,21,95,3,22,34,39,50,6,16,61,226981,9261,27
7911,94,79,33,68,34,42,33,36,19,45,21,81,53,52,92,19,17,4913,46656,91125
8006,47,40,34,95,32,93,94,25,12,56,71,84,4,9,5,22,36,46656,15625,175616
8277,75,31,76,19,35,26,64,26,44,84,35,13,5,32,31,85,93,804357,17576,592704
8384,3,51,38,60,34,84,49,32,47,40,21,74,86,74,80,32,91,753571,32768,64000
8612,78,15,27,97,33,14,0,20,23,25,93,57,17,51,0,80,38,54872,8000,15625
9026,52,13,12,3,36,49,23,53,26,12,16,50,85,63,7,11,73,389017,148877,1728
9124,68,36,3,76,34,57,32,46,45,31,39,95,34,44,90,52,73,389017,97336,29791
9196,38,21,61,28,35,65,60,46,35,83,91,81,28,54,15,44,44,85184,97336,571787
9228,41,63,80,9,32,56,76,57,68,79,92,29,85,30,60,14,99,970299,185193,493039
9351,48,80,82,22,33,78,67,36,74,35,1,86,41,67,96,17,56,175616,46656,42875
9406,65,89,63,37,36,70,26,22,94,68,29,39,79,9,36,51,85,614125,10648,314432
9671,44,90,87,25,36,73,61,19,73,7,68,64,66,21,22,75,22,10648,6859,343
9805,24,34,59,41,34,73,82,23,14,35,87,71,80,57,8,25,69,328509,12167,42875
41954,65,6,63,11,35,87,38,58,2,80,26,1,69,45,48,70,23,12167,195112,512000
42496,22,54,21,60,33,66,57,46,94,3,81,59,14,36,33,75,56,175616,97336,27
43073,31,43,22,43,34,18,78,33,2,45,31,66,43,88,27,21,71,357911,35937,91125
43416,82,56,45,13,33,11,99,42,92,4,42,37,77,68,32,50,81,531441,74088,64
43640,87,36,31,43,33,56,1,56,34,97,61,3,81,70,8,53,62,238328,175616,912673
43789,21,67,74,17,35,38,10,43,79,34,96,86,97,69,81,24,14,2744,79507,39304
44163,12,59,40,63,35,9,15,24,71,55,2,62,37,25,11,16,99,970299,13824,166375
44244,19,59,3,97,36,21,63,22,28,47,70,84,11,50,1,44,35,42875,10648,103823
44498,83,39,8,33,36,4,14,55,31,46,91,34,80,23,64,33,30,27000,166375,97336
44598,42,16,13,57,34,43,76,42,82,2,35,33,87,19,23,14,28,21952,74088,8
44851,14,42,80,83,36,52,76,41,47,36,73,28,17,14,50,1,53,148877,68921,46656
44900,65,69,41,22,35,63,66,51,66,94,92,92,8,64,40,28,30,27000,132651,830584
45127,55,82,19,73,36,65,28,36,65,21,52,45,48,72,73,20,71,357911,46656,9261
45146,30,44,9,4,34,51,94,57,53,49,49,25,86,18,23,36,88,681472,185193,117649
45261,30,57,60,23,35,62,76,39,7,37,31,61,36,47,31,89,13,2197,59319,50653
45306,48,9,23,52,36,82,58,55,42,3,69,12,84,80,20,77,33,35937,166375,27
45332,11,1,42,88,33,36,47,34,38,34,22,68,49,27,88,42,81,531441,39304,39304
45377,94,59,59,9,35,77,36,46,98,67,75,21,35,33,49,37,7,343,97336,300763
46019,83,7,76,21,32,43,61,38,54,6,14,79,72,98,78,12,64,262144,54872,216
46028,24,77,75,90,35,98,64,19,40,58,53,36,64,87,67,20,74,405224,6859,195112
46591,20,42,30,40,33,13,47,50,50,15,39,25,10,41,16,50,31,29791,125000,3375
46594,17,43,89,71,32,47,15,43,48,98,18,76,21,90,93,87,95,857375,79507,941192
46980,35,5,2,48,35,59,71,44,8,70,17,53,14,86,45,22,1,1,85184,343000
47282,36,3,45,49,36,95,46,41,48,12,9,77,15,86,65,71,64,262144,68921,1728
47378,67,17,62,58,34,87,30,56,62,26,50,55,17,7,42,2,82,551368,175616,17576
47389,8,97,26,37,34,4,85,58,50,80,40,56,96,55,97,64,63,250047,195112,512000
47666,79,14,41,23,35,58,46,33,46,20,19,33,2,42,39,97,63,250047,35937,8000
48106,95,84,40,57,32,16,42,46,3,35,29,44,82,55,45,45,84,592704,97336,42875
48330,75,88,26,9,34,96,56,22,21,50,69,17,55,35,74,15,68,314432,10648,125000
48948,43,11,14,43,35,77,79,21,70,38,69,54,23,88,15,97,36,46656,9261,54872
49165,54,2,84,18,34,25,91,38,32,40,78,24,5,65,71,67,71,357911,54872,64000
49197,27,31,38,12,33,66,73,25,11,88,99,27,60,39,66,85,41,68921,15625,681472
49766,59,94,8,82,36,7,86,21,73,72,73,67,22,99,83,65,90,729000,9261,373248
50655,74,85,31,46,32,36,71,45,12,4,82,20,71,51,23,60,3,27,91125,64
50818,73,57,49,43,35,32,46,26,16,62,23,11,38,55,31,41,41,68921,17576,238328
50851,33,60,37,63,34,49,13,17,16,75,1,1,37,85,69,29,94,830584,4913,421875
51251,93,74,50,97,33,4,35,44,41,26,27,89,82,23,28,63,97,912673,85184,17576
51302,2,93,88,66,36,24,81,21,8,34,47,31,93,87,27,50,26,17576,9261,39304
51502,78,14,89,17,33,45,18,26,38,11,25,16,8,91,28,72,68,314432,17576,1331
51992,90,35,11,6,36,58,32,49,31,58,61,77,15,62,3,51,83,571787,117649,195112
51994,66,28,50,2,36,39,16,18,61,16,95,19,37,40,54,64,20,8000,5832,4096
52572,2,67,12,19,33,34,76,25,54,80,35,68,26,82,87,68,5,125,15625,512000
52620,36,9,57,30,35,2,85,55,98,49,15,26,37,91,29,17,40,64000,166375,117649
53987,36,94,88,71,35,38,93,37,27,83,41,66,80,59,65,9,95,857375,50653,571787
54552,97,39,4,21,34,35,4,32,69,25,38,33,12,45,14,43,96,884736,32768,15625
54575,90,25,74,75,32,0,28,23,64,91,24,87,85,12,72,84,85,614125,12167,753571
54588,58,82,13,40,34,48,86,46,87,47,20,75,6,88,51,74,3,27,97336,103823
54620,31,82,14,14,33,81,20,39,49,82,14,59,70,46,53,73,94,830584,59319,551368
320592,66,31,55,5,35,49,31,53,51,10,34,29,20,22,42,59,41,35,148877,1000
321187,25,32,36,67,34,52,12,22,31,45,13,39,94,14,80,48,29,19,10648,91125
