,0,1,4,6,8,9,10,11,12,14,15,16,17,18,19,19_assign
335663,66,32,52,34,62,39,3,94,57,31,94,99,10,30,0,36
349274,68,9,41,83,61,18,35,38,11,46,84,99,9,72,96,58
5276,56,14,3,82,39,45,95,63,92,82,24,99,51,77,16,4096
335464,91,67,58,17,23,17,65,26,17,46,92,99,95,8,81,14
51681,6,86,13,77,65,11,35,96,58,80,69,99,28,6,28,21952
334877,21,90,84,32,45,90,18,54,5,48,70,99,95,54,35,43
335479,65,36,92,40,34,31,20,77,74,56,25,99,43,37,64,80
344358,92,14,19,5,14,65,22,6,40,91,74,99,45,87,6,50
348025,13,89,78,99,56,75,57,7,36,86,88,99,93,80,40,92
333409,84,68,76,67,16,48,51,80,20,32,32,99,65,12,96,82
332793,75,53,14,54,38,39,89,13,76,38,62,99,33,31,5,77
345827,6,78,44,69,17,18,94,44,88,89,6,99,53,95,21,19
346791,24,66,54,94,48,34,49,64,9,88,22,99,22,17,29,4
322981,16,94,27,72,40,56,6,18,41,95,97,99,86,52,86,7
322815,70,25,16,51,97,20,46,76,29,66,44,99,40,31,33,26
344586,48,5,5,75,4,14,54,59,66,65,75,99,54,30,35,40
335731,84,36,51,89,62,62,72,52,85,12,51,99,0,21,70,5
345538,4,81,83,3,57,78,54,74,90,68,4,99,80,32,43,72
335241,62,29,34,1,71,23,43,27,38,83,43,99,73,20,12,91
336861,93,20,24,49,91,24,96,21,53,45,97,99,6,2,59,35
52166,58,64,41,33,47,29,61,57,96,96,46,99,88,75,80,512000
347839,22,64,7,92,89,91,98,66,42,72,31,99,89,62,98,12
349184,78,36,39,85,50,92,20,91,53,17,25,99,11,5,51,31
346864,43,28,32,77,45,25,37,33,37,91,13,99,98,29,12,36
332573,27,87,38,56,43,14,11,93,43,40,97,99,8,52,78,76
319934,16,61,10,90,80,3,29,87,51,19,53,99,13,87,20,85
344506,88,44,34,16,56,20,72,77,47,95,31,99,63,50,54,50
348898,15,35,37,2,78,75,74,12,50,76,36,99,84,52,15,62
50853,96,82,87,64,66,58,86,18,47,5,70,99,25,80,16,4096
2816,81,16,35,20,81,29,11,97,15,5,61,99,31,0,23,12167
336025,91,43,68,15,37,35,37,3,6,25,60,99,75,52,32,14
49700,60,50,8,42,13,0,74,49,79,33,36,99,65,70,23,12167
335242,85,31,47,47,93,89,27,14,48,82,14,99,47,62,2,19
321152,61,93,98,52,29,32,18,1,46,37,66,99,25,39,73,9
347412,36,58,79,33,55,20,32,94,33,19,83,99,73,60,78,82
319423,38,75,79,58,56,34,89,95,3,93,25,99,75,38,74,41
335982,55,94,80,54,43,46,38,40,71,3,36,99,2,14,86,69
335734,97,69,41,21,58,11,94,25,69,42,3,99,81,51,90,84
320101,90,93,70,0,6,54,64,24,37,43,84,99,7,25,69,27
347094,99,96,89,14,9,68,69,70,76,76,73,99,14,71,7,70
322582,12,77,66,47,56,20,95,54,33,94,38,99,57,56,26,5
345298,85,24,76,55,97,51,39,24,30,94,83,99,29,72,79,85
349769,86,82,77,24,11,35,96,74,0,31,95,99,79,66,79,64
322547,49,26,55,44,47,50,38,67,62,12,35,99,7,55,53,47
335609,18,15,30,1,38,75,53,35,80,30,28,99,33,71,33,60
50364,51,66,85,79,85,10,20,81,27,34,64,99,34,97,72,373248
4272,48,52,87,18,31,43,96,55,79,29,54,99,9,59,88,681472
348614,74,3,49,20,77,35,80,92,95,50,29,99,75,40,59,75
346604,73,42,98,18,11,40,63,35,47,76,63,99,58,3,30,2
344547,97,1,16,34,56,13,0,21,68,45,49,98,52,50,51,82
345671,86,83,94,95,45,89,64,84,19,91,56,98,51,73,34,74
50029,60,9,58,73,18,8,44,28,59,48,50,98,72,21,20,8000
335425,35,39,80,55,38,60,0,58,23,37,92,98,5,48,29,21
323666,54,99,73,2,81,6,2,26,60,17,32,98,69,15,34,31
335091,85,95,88,79,11,67,68,20,28,59,7,98,20,42,69,6
8655,27,73,0,32,43,31,10,93,96,33,42,98,91,44,91,753571
323380,28,11,75,43,29,18,98,4,62,84,61,98,43,63,30,34
349601,23,55,18,91,98,18,25,53,19,96,63,98,57,19,82,33
254,80,99,8,20,27,38,7,28,13,16,51,98,81,34,2,8
49311,47,16,12,26,40,2,3,89,92,49,40,98,34,57,33,35937
333021,90,33,42,6,34,4,18,85,22,24,41,98,28,87,44,33
333749,15,36,70,19,11,65,18,17,27,6,51,98,91,44,97,96
334605,81,98,40,37,73,90,74,39,98,44,70,98,52,96,67,43
41857,27,22,77,21,19,6,98,52,98,94,87,98,1,72,33,35937
333164,3,68,65,98,44,1,93,68,98,64,62,98,57,52,25,4
347530,68,42,48,85,1,21,11,0,48,31,22,98,64,28,47,73
323161,37,69,27,50,24,39,95,9,77,87,17,98,6,66,62,78
5770,73,94,1,56,17,45,50,89,34,68,11,98,66,36,79,493039
345494,9,80,14,85,85,92,58,65,86,29,74,98,77,83,34,64
333902,80,80,75,48,28,68,39,65,11,59,26,98,33,17,42,7
319951,52,69,88,75,89,15,61,27,79,4,8,98,32,18,55,64
9824,49,63,25,88,50,13,95,46,56,5,39,98,6,46,45,91125
332870,71,49,33,81,74,57,48,33,13,34,72,98,1,36,2,11
347595,96,43,32,82,34,74,95,0,3,94,78,98,54,32,79,93
4692,17,88,89,76,66,10,12,47,14,56,59,98,5,49,4,64
50823,42,7,30,83,92,3,86,15,43,4,95,98,40,74,3,27
349023,23,96,79,56,62,20,6,30,92,59,89,98,61,52,38,6
322979,82,43,36,23,2,32,87,93,21,93,24,98,52,79,47,17
49968,71,75,49,63,80,50,69,15,63,97,66,98,6,63,32,32768
345565,77,43,95,55,90,81,65,24,42,43,10,98,38,49,5,72
345211,78,0,14,58,91,40,18,56,78,71,93,98,31,21,72,84
335262,71,82,53,4,83,93,32,11,38,49,91,98,79,50,7,60
332316,77,10,41,61,6,74,91,65,31,44,22,98,68,76,93,39
346585,76,47,23,14,9,84,90,55,46,81,25,98,7,76,49,19
52713,82,88,13,24,31,33,0,7,18,70,5,98,56,3,7,343
49297,44,65,92,42,66,17,8,30,92,42,18,98,44,97,3,27
50195,32,88,48,49,78,18,41,14,70,32,89,98,31,67,47,103823
46019,83,7,21,32,61,38,54,6,14,79,72,98,78,12,64,262144
322118,28,66,71,63,84,7,34,68,95,95,80,98,12,35,38,42
348991,89,53,49,57,71,52,45,85,33,26,17,98,29,82,10,69
335323,56,50,75,37,55,10,11,0,23,5,74,98,10,31,52,40
349520,83,54,25,82,17,61,24,99,38,71,88,98,9,41,97,83
333269,58,1,52,64,64,6,54,38,72,17,56,97,48,82,58,28
2326,58,21,52,53,7,55,80,14,81,5,22,97,1,47,30,27000
333510,76,18,31,8,39,57,17,75,50,89,90,97,96,2,68,76
42835,60,6,62,69,12,54,16,21,14,59,87,97,51,47,39,59319
346769,91,73,3,81,80,81,57,87,25,5,5,97,69,91,85,40
348637,93,54,73,40,33,2,24,98,27,15,17,97,16,63,89,60
334096,23,51,79,11,19,45,54,23,16,62,94,97,8,97,56,11
346096,27,25,51,82,47,11,3,37,32,13,18,97,38,24,17,48
9794,44,3,64,28,84,35,42,54,11,66,65,97,44,10,74,405224
333912,18,10,96,73,13,64,73,3,70,81,16,97,61,96,90,77
346544,53,95,13,96,52,66,7,61,16,45,64,97,95,95,29,29
320043,75,21,0,4,34,0,73,33,83,90,83,97,37,94,45,68
347950,10,36,75,46,51,92,68,3,18,39,14,97,78,76,93,32
48573,45,39,72,74,69,36,52,71,51,53,92,97,18,57,95,857375
321853,99,75,60,2,19,1,20,62,62,60,41,97,44,24,46,3
346777,96,23,30,82,67,44,1,87,99,82,81,97,44,32,36,72
347971,85,86,37,42,53,83,77,28,8,36,17,97,41,79,97,3
8895,14,86,70,55,70,21,50,36,7,35,33,97,96,62,6,216
333184,14,48,41,34,63,0,90,95,72,45,53,97,62,96,38,34
320399,92,8,11,7,35,10,20,35,54,57,5,97,21,89,70,16
333237,97,33,88,79,69,42,84,81,17,85,17,97,6,87,94,23
349293,48,67,44,27,91,25,98,54,81,57,45,97,2,37,88,64
332726,53,88,63,70,10,70,0,31,61,68,95,97,66,8,25,92
335224,69,30,7,4,81,61,5,38,19,74,71,97,39,24,4,91
323168,83,82,57,37,66,51,37,57,63,19,55,97,17,20,45,30
349266,65,30,27,86,75,5,17,4,91,30,65,97,19,21,0,81
48693,40,82,89,96,2,55,51,71,31,67,11,97,45,99,16,4096
348960,39,60,25,81,76,82,1,22,66,25,56,97,18,95,68,94
347858,90,8,48,33,22,85,23,95,50,90,45,97,14,93,94,61
344907,20,11,83,18,6,33,73,83,20,34,59,97,32,21,53,36
4227,64,22,98,49,13,29,30,49,23,30,32,97,3,85,86,636056
346754,65,68,48,76,71,81,56,37,25,19,8,97,57,94,9,60
322299,1,68,98,98,26,3,1,21,90,67,84,97,80,69,50,47
333495,78,22,63,19,70,70,66,70,86,1,23,97,40,30,71,44
323588,64,90,63,25,53,2,91,63,45,19,35,96,64,66,72,31
1693,78,30,16,24,56,21,87,97,20,38,56,96,98,73,79,493039
335275,94,84,39,93,62,24,91,28,12,42,64,96,44,33,93,39
347669,62,81,77,61,67,53,92,78,62,90,76,96,7,54,59,96
349086,68,28,48,44,61,0,29,16,8,99,34,96,50,38,16,85
5432,1,10,20,48,29,24,28,18,67,50,65,96,68,2,97,912673
6211,47,41,94,17,3,45,20,3,27,90,68,96,31,42,48,110592
323113,34,75,62,10,75,38,93,78,11,0,90,96,80,0,14,82
344972,96,85,80,61,75,50,78,4,71,92,98,96,7,66,64,83
336711,32,69,80,24,91,61,14,8,43,44,58,96,88,28,89,39
335196,30,4,3,70,69,54,29,44,95,42,57,96,98,14,7,62
345420,93,90,19,27,76,31,71,1,18,91,49,96,73,35,95,66
344367,27,71,5,89,62,86,92,87,50,81,56,96,83,49,55,12
323216,67,44,79,24,39,26,47,53,62,9,56,96,28,61,50,87
336506,56,97,67,18,99,72,36,39,60,9,89,96,65,5,11,50
