,0,1,2,4,6,7,8,9,10,11,12,14,15,16,17,18,19,19_assign,9_assign
368610,97,33,45,37,27,67,58,51,22,83,47,0,77,21,69,76,96,8,88
368616,10,16,70,83,59,76,24,2,24,64,65,33,28,20,20,90,19,38,22
368617,58,29,43,63,85,9,67,2,48,42,92,41,21,43,40,52,49,14,28
368737,63,11,38,22,50,13,44,91,27,74,31,6,14,73,83,46,91,67,58
368760,61,77,3,67,19,17,62,77,89,34,20,9,35,79,82,12,28,54,95
368762,80,58,34,28,78,55,15,38,36,72,55,15,56,29,56,6,40,26,74
368763,51,24,13,79,68,84,24,27,59,14,1,10,46,91,53,75,31,36,4
368776,64,70,29,62,19,87,75,65,46,76,96,32,27,87,47,21,11,87,19
368777,78,85,62,30,11,28,5,56,46,82,36,51,97,32,87,15,43,97,45
368778,88,24,84,45,22,6,83,7,45,34,21,77,83,40,60,52,81,21,89
368779,6,95,24,68,94,69,5,61,27,51,93,1,74,35,60,82,11,0,5
368783,81,21,27,81,86,38,25,15,15,81,46,16,16,68,69,88,66,4,20
368784,28,35,12,45,87,25,22,77,99,26,54,14,30,98,75,17,3,55,63
368785,51,97,22,53,71,46,50,28,14,88,49,18,13,50,70,56,61,62,72
368786,36,20,61,70,51,70,33,74,64,59,71,51,11,84,91,90,88,55,50
368787,90,15,40,41,12,67,76,41,14,63,98,45,20,50,35,18,25,14,18
368788,95,83,45,67,92,94,62,47,46,52,56,19,42,97,86,36,7,11,66
368789,37,54,89,27,89,89,7,51,98,18,43,53,71,3,1,19,32,34,99
368790,94,32,40,7,22,15,65,17,20,58,79,26,28,42,8,12,38,18,64
368791,61,71,12,45,33,67,81,6,95,87,66,78,19,12,9,93,91,4,28
368792,56,49,6,23,80,6,96,19,91,23,26,62,8,42,4,64,81,16,25
368793,85,35,40,52,42,8,33,20,46,78,2,92,37,90,78,4,55,42,30
368794,21,86,47,83,9,64,28,16,71,58,62,43,12,64,66,83,46,68,29
368795,18,37,21,47,27,85,18,10,15,89,74,73,50,54,90,22,99,88,26
368796,20,85,58,37,35,1,81,76,99,16,27,22,80,49,69,26,95,2,89
368797,21,5,37,7,45,8,7,23,94,56,6,86,98,95,95,2,41,25,43
368798,57,84,34,89,1,14,91,93,11,54,42,99,71,20,38,75,80,70,76
368799,25,72,16,32,2,80,98,54,67,79,50,16,68,43,18,74,99,80,27
368800,4,95,11,35,87,68,0,44,25,0,89,79,64,78,87,82,20,53,23
368801,51,22,21,70,54,43,71,5,77,70,55,66,80,39,45,4,55,32,36
368802,81,22,70,79,65,22,43,94,17,87,84,86,82,79,99,12,60,98,91
368803,72,1,89,36,67,56,7,91,64,99,54,17,35,36,69,46,41,20,97
