,0,1,2,4,6,7,8,9,10,11,12,14,15,16,17,18,19,19_assign
335663,66,32,47,52,34,94,62,39,3,94,57,31,94,99,10,30,0,36
349274,68,9,94,41,83,42,61,18,35,38,11,46,84,99,9,72,96,58
5276,56,14,7,3,82,7,39,45,95,63,92,82,24,99,51,77,16,4096
335464,91,67,22,58,17,63,23,17,65,26,17,46,92,99,95,8,81,14
51681,6,86,84,13,77,31,65,11,35,96,58,80,69,99,28,6,28,21952
334877,21,90,60,84,32,34,45,90,18,54,5,48,70,99,95,54,35,43
335479,65,36,90,92,40,9,34,31,20,77,74,56,25,99,43,37,64,80
344358,92,14,47,19,5,69,14,65,22,6,40,91,74,99,45,87,6,50
348025,13,89,82,78,99,35,56,75,57,7,36,86,88,99,93,80,40,92
333409,84,68,93,76,67,65,16,48,51,80,20,32,32,99,65,12,96,82
332793,75,53,72,14,54,39,38,39,89,13,76,38,62,99,33,31,5,77
345827,6,78,52,44,69,12,17,18,94,44,88,89,6,99,53,95,21,19
346791,24,66,28,54,94,83,48,34,49,64,9,88,22,99,22,17,29,4
322981,16,94,35,27,72,17,40,56,6,18,41,95,97,99,86,52,86,7
322815,70,25,80,16,51,43,97,20,46,76,29,66,44,99,40,31,33,26
344586,48,5,66,5,75,54,4,14,54,59,66,65,75,99,54,30,35,40
335731,84,36,22,51,89,27,62,62,72,52,85,12,51,99,0,21,70,5
345538,4,81,73,83,3,52,57,78,54,74,90,68,4,99,80,32,43,72
335241,62,29,52,34,1,42,71,23,43,27,38,83,43,99,73,20,12,91
336861,93,20,95,24,49,0,91,24,96,21,53,45,97,99,6,2,59,35
52166,58,64,33,41,33,81,47,29,61,57,96,96,46,99,88,75,80,512000
347839,22,64,32,7,92,27,89,91,98,66,42,72,31,99,89,62,98,12
349184,78,36,96,39,85,19,50,92,20,91,53,17,25,99,11,5,51,31
346864,43,28,36,32,77,22,45,25,37,33,37,91,13,99,98,29,12,36
332573,27,87,97,38,56,93,43,14,11,93,43,40,97,99,8,52,78,76
319934,16,61,64,10,90,44,80,3,29,87,51,19,53,99,13,87,20,85
344506,88,44,38,34,16,76,56,20,72,77,47,95,31,99,63,50,54,50
348898,15,35,64,37,2,5,78,75,74,12,50,76,36,99,84,52,15,62
50853,96,82,31,87,64,89,66,58,86,18,47,5,70,99,25,80,16,4096
2816,81,16,10,35,20,38,81,29,11,97,15,5,61,99,31,0,23,12167
336025,91,43,33,68,15,41,37,35,37,3,6,25,60,99,75,52,32,14
49700,60,50,17,8,42,72,13,0,74,49,79,33,36,99,65,70,23,12167
335242,85,31,1,47,47,95,93,89,27,14,48,82,14,99,47,62,2,19
321152,61,93,42,98,52,13,29,32,18,1,46,37,66,99,25,39,73,9
347412,36,58,98,79,33,39,55,20,32,94,33,19,83,99,73,60,78,82
319423,38,75,26,79,58,92,56,34,89,95,3,93,25,99,75,38,74,41
335982,55,94,41,80,54,62,43,46,38,40,71,3,36,99,2,14,86,69
335734,97,69,18,41,21,16,58,11,94,25,69,42,3,99,81,51,90,84
320101,90,93,33,70,0,85,6,54,64,24,37,43,84,99,7,25,69,27
347094,99,96,55,89,14,21,9,68,69,70,76,76,73,99,14,71,7,70
322582,12,77,36,66,47,22,56,20,95,54,33,94,38,99,57,56,26,5
345298,85,24,19,76,55,60,97,51,39,24,30,94,83,99,29,72,79,85
349769,86,82,45,77,24,46,11,35,96,74,0,31,95,99,79,66,79,64
322547,49,26,95,55,44,67,47,50,38,67,62,12,35,99,7,55,53,47
335609,18,15,3,30,1,29,38,75,53,35,80,30,28,99,33,71,33,60
50364,51,66,60,85,79,1,85,10,20,81,27,34,64,99,34,97,72,373248
4272,48,52,12,87,18,66,31,43,96,55,79,29,54,99,9,59,88,681472
348614,74,3,59,49,20,84,77,35,80,92,95,50,29,99,75,40,59,75
346604,73,42,47,98,18,85,11,40,63,35,47,76,63,99,58,3,30,2
344547,97,1,33,16,34,42,56,13,0,21,68,45,49,98,52,50,51,82
345671,86,83,46,94,95,94,45,89,64,84,19,91,56,98,51,73,34,74
50029,60,9,4,58,73,21,18,8,44,28,59,48,50,98,72,21,20,8000
335425,35,39,33,80,55,2,38,60,0,58,23,37,92,98,5,48,29,21
