,0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
12345,33,67,25,49,54,19,27,53,18,75,14,41,74,19,91,97,26,49,69
12339,81,33,17,81,58,68,11,58,80,59,30,63,51,48,70,93,55,88,77
12337,46,17,31,68,72,98,68,1,53,69,72,68,56,73,40,61,15,89,59
12336,54,2,39,84,58,38,32,0,45,48,19,82,85,74,76,61,57,56,78
13133,90,51,7,7,58,59,4,19,38,9,2,86,93,3,83,90,13,7,13
13134,80,30,45,84,96,66,98,73,34,48,44,16,0,11,4,70,14,44,72
13135,24,7,92,73,74,49,68,88,62,1,16,76,63,9,90,62,14,89,50
13136,96,29,8,59,86,83,33,8,75,6,46,74,54,66,16,50,52,23,16
13146,3,36,8,2,15,94,21,40,42,89,8,58,10,38,15,87,66,80,47
13147,28,51,6,86,40,60,48,45,90,68,50,36,0,5,52,31,42,25,89
13148,38,10,28,42,71,61,4,43,28,98,57,87,45,30,94,83,99,30,86
13149,82,88,85,38,83,15,70,62,49,46,30,76,9,81,51,80,41,77,81
13150,41,3,89,87,96,60,75,45,44,26,45,16,90,71,95,32,93,68,13
13151,57,92,63,85,58,26,16,74,86,82,59,92,15,67,72,20,55,65,37
13152,22,41,36,99,94,49,87,79,97,55,69,53,95,9,43,31,46,3,96
13153,60,40,42,93,82,8,42,22,85,0,60,4,76,39,77,44,38,19,75
13154,69,69,83,60,81,27,5,26,59,48,15,90,82,63,94,65,49,73,25
13155,56,67,71,30,26,17,56,59,33,51,65,28,67,60,67,53,46,51,27
13156,39,64,3,91,56,11,92,54,93,27,76,6,50,23,15,67,37,62,14
