,0,1,2,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,19_assign
323592,31,3,57,21,77,1,52,90,80,99,29,39,62,99,46,43,55,18,74
44520,76,77,71,46,27,32,45,32,50,99,31,92,49,78,25,48,3,98,941192
53727,4,76,85,4,57,94,21,88,4,99,58,96,89,74,69,84,21,88,681472
810,18,22,65,41,24,45,31,99,52,99,82,27,35,37,76,74,39,86,636056
53067,66,53,51,91,2,52,72,64,75,99,21,9,49,89,93,5,39,72,373248
4236,0,17,18,14,4,14,75,8,9,99,50,80,61,78,65,60,59,36,46656
51169,73,16,78,1,88,58,96,62,75,99,85,92,30,85,66,59,3,65,274625
2007,96,68,51,94,57,83,96,55,81,99,58,93,88,51,9,99,83,80,512000
45838,83,77,85,66,73,59,10,84,39,99,70,37,93,27,8,4,32,88,681472
6684,51,93,85,71,15,88,92,69,92,99,61,35,72,17,31,71,9,5,125
48254,93,10,7,21,30,26,14,74,71,99,44,97,76,27,39,63,97,26,17576
1818,78,80,52,79,99,89,15,21,44,99,89,33,96,63,49,61,16,61,226981
322567,34,86,53,60,18,55,4,81,93,99,24,56,19,48,51,75,75,6,63
4303,33,74,85,19,44,63,34,55,45,99,77,15,13,84,95,69,80,71,357911
47998,95,55,17,56,39,57,57,64,0,99,75,99,10,8,27,32,99,47,103823
50392,26,34,52,18,60,43,27,84,44,99,3,59,52,66,96,61,3,10,1000
9501,58,89,85,28,92,24,34,4,30,99,82,7,13,61,27,48,42,89,704969
43454,15,88,52,92,2,55,77,28,93,99,53,75,2,93,87,82,93,75,421875
45726,23,28,8,43,41,40,59,69,76,99,1,0,64,17,85,83,57,73,389017
4474,51,63,72,38,97,5,54,84,9,99,23,55,48,95,54,26,10,13,2197
54651,48,57,53,30,31,68,74,89,80,99,14,30,63,28,17,65,96,90,729000
322623,81,98,33,4,31,44,95,65,68,99,35,40,81,14,37,21,75,63,67
9229,70,8,17,48,56,77,16,44,90,99,14,3,64,83,22,31,59,11,1331
3963,46,49,64,94,55,19,98,22,55,99,66,96,54,81,17,51,99,92,778688
323220,20,9,65,23,70,57,20,49,75,99,42,92,22,6,1,48,96,99,23
322463,45,44,41,3,18,98,78,65,94,99,96,51,83,40,46,9,56,43,23
50013,36,59,20,44,76,39,77,29,68,99,28,4,30,19,11,72,61,43,79507
54221,16,53,86,40,41,73,8,69,1,99,89,28,11,31,48,55,25,62,238328
46163,93,81,21,20,85,48,11,9,29,99,11,64,85,82,34,91,86,79,493039
53902,52,85,87,79,55,89,18,33,66,99,31,71,59,15,64,72,49,6,216
1882,14,28,46,55,92,34,69,13,47,99,6,82,27,68,9,41,87,85,614125
8191,16,53,22,53,39,27,22,46,33,99,74,34,27,80,54,86,63,88,681472
323708,59,83,8,18,32,64,45,1,47,99,62,51,35,48,50,65,76,41,54
322320,62,81,58,12,15,73,79,16,65,99,89,46,39,46,38,21,33,39,69
9191,81,54,47,77,38,8,73,84,1,99,42,77,59,93,40,27,99,21,9261
