,0,1,2,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,11_assign,16_assign
12345,33,67,25,49,19,27,53,18,75,14,41,74,19,91,97,26,49,69,2744,912673
12339,81,33,17,81,68,11,58,80,59,30,63,51,48,70,93,55,88,77,27000,804357
12337,46,17,31,68,98,68,1,53,69,72,68,56,73,40,61,15,89,59,373248,226981
12336,54,2,39,84,38,32,0,45,48,19,82,85,74,76,61,57,56,78,6859,226981
13133,90,51,7,7,59,4,19,38,9,2,86,93,3,83,90,13,7,13,8,729000
13134,80,30,45,84,66,98,73,34,48,44,16,0,11,4,70,14,44,72,85184,343000
13135,24,7,92,73,49,68,88,62,1,16,76,63,9,90,62,14,89,50,4096,238328
13136,96,29,8,59,83,33,8,75,6,46,74,54,66,16,50,52,23,16,97336,125000
13146,3,36,8,2,94,21,40,42,89,8,58,10,38,15,87,66,80,47,512,658503
13147,28,51,6,86,60,48,45,90,68,50,36,0,5,52,31,42,25,89,125000,29791
13148,38,10,28,42,61,4,43,28,98,57,87,45,30,94,83,99,30,86,185193,571787
13149,82,88,85,38,15,70,62,49,46,30,76,9,81,51,80,41,77,81,27000,512000
13150,41,3,89,87,60,75,45,44,26,45,16,90,71,95,32,93,68,13,91125,32768
13151,57,92,63,85,26,16,74,86,82,59,92,15,67,72,20,55,65,37,205379,8000
13152,22,41,36,99,49,87,79,97,55,69,53,95,9,43,31,46,3,96,328509,29791
13153,60,40,42,93,8,42,22,85,0,60,4,76,39,77,44,38,19,75,216000,85184
13154,69,69,83,60,27,5,26,59,48,15,90,82,63,94,65,49,73,25,3375,274625
13155,56,67,71,30,17,56,59,33,51,65,28,67,60,67,53,46,51,27,274625,148877
13156,39,64,3,91,11,92,54,93,27,76,6,50,23,15,67,37,62,14,438976,300763
13157,88,79,5,46,82,44,6,65,90,9,27,36,80,97,21,84,3,20,14,25
13158,69,17,53,22,94,48,41,25,91,44,87,45,9,83,96,12,78,20,94,96
13159,55,34,24,76,20,99,2,6,5,19,72,32,85,27,95,33,4,93,45,84
13160,71,41,87,34,89,68,86,64,87,54,9,94,29,34,77,62,74,18,11,73
13161,99,85,68,39,76,74,27,56,2,3,29,81,30,78,98,63,69,48,39,9
13162,74,69,2,36,80,92,72,43,19,13,28,63,6,72,68,93,32,31,59,78
13163,56,40,21,92,54,68,35,36,95,42,92,6,39,23,94,51,33,65,80,83
13164,70,40,66,87,17,65,73,35,75,21,72,75,3,38,18,64,64,8,57,70
13165,75,50,26,99,3,86,15,84,28,80,20,6,74,5,18,13,13,72,45,73
13166,15,45,42,47,16,7,28,36,56,87,23,92,40,18,24,46,89,26,33,25
13167,50,90,51,32,91,11,11,16,18,77,94,84,40,88,74,2,28,70,16,75
13168,69,45,22,3,77,88,95,84,71,20,71,99,11,29,74,58,19,60,86,13
13169,93,83,1,91,68,60,32,96,20,55,21,79,49,98,11,46,51,81,70,53
13170,13,64,16,74,79,11,66,46,87,73,50,80,3,60,11,66,89,10,46,6
