,0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
12125,27,19,9,4,6,23,94,52,55,81,31,64,0,10,57,63,52,61,27
12126,85,11,81,84,79,68,83,84,33,45,8,85,7,37,77,69,15,25,70
12128,29,96,35,78,11,67,81,92,69,25,97,21,23,83,67,45,49,7,86
12129,84,62,53,97,24,26,81,81,44,78,18,6,76,38,97,64,63,21,82
12130,70,38,24,79,41,90,41,69,75,51,29,92,79,85,84,6,32,44,52
12131,36,39,18,12,16,83,82,67,27,59,96,71,13,60,19,44,16,26,56
12132,30,2,80,71,90,52,75,8,86,24,9,72,77,40,42,3,0,26,16
12134,64,34,81,98,43,60,4,78,8,42,51,46,68,72,97,32,10,82,36
12135,92,35,82,26,1,52,31,68,15,0,85,63,79,53,71,89,24,34,57
12136,91,72,46,95,71,33,18,1,22,11,46,8,5,20,89,23,76,50,89
12137,0,17,89,72,16,90,13,30,95,62,89,81,0,0,97,57,8,62,17
12139,85,52,22,80,17,17,71,71,9,86,57,86,25,2,28,92,38,39,8
12140,55,97,22,56,3,82,24,87,34,78,57,49,1,25,8,21,23,32,0
12141,97,33,95,52,41,35,62,16,96,8,8,28,55,51,81,42,16,67,41
12142,55,13,59,98,88,83,62,91,83,57,41,65,39,80,4,62,8,28,50
12143,95,37,42,98,21,10,66,4,7,37,69,47,15,43,31,79,75,70,27
12144,85,85,24,90,11,43,91,33,86,63,95,75,37,9,32,24,3,67,80
12145,85,54,84,27,49,37,66,5,37,3,74,86,94,98,31,39,68,0,36
12146,26,22,43,66,3,85,59,52,17,50,92,17,79,47,0,81,8,79,53
12147,33,5,93,53,17,50,27,7,94,78,52,52,40,72,53,54,14,93,11
12148,28,25,96,79,90,27,16,6,32,69,44,87,4,53,86,38,44,90,1
12149,61,52,86,81,95,54,34,91,6,13,92,89,30,27,37,25,53,57,43
12150,49,65,54,49,36,99,26,80,53,35,38,77,73,21,46,10,29,74,81
12151,2,55,23,17,22,91,97,14,24,73,89,3,73,97,42,21,38,43,3
12152,23,3,39,4,7,54,28,5,36,21,2,78,13,83,57,54,28,98,79
12153,79,19,72,1,54,81,55,68,34,18,47,90,37,57,7,18,33,22,21
12154,12,2,72,46,62,55,34,34,21,19,65,15,84,32,48,97,0,72,68
12155,59,69,43,55,90,4,91,71,29,33,91,42,46,57,49,3,60,98,85
12156,70,8,83,95,27,40,62,19,64,17,25,76,96,3,25,24,29,1,14
12157,16,66,86,21,67,11,41,96,2,42,63,5,58,10,37,76,9,51,35
