,0,1,2,3,5,6,8,9
1068,26.0,18.0,10.0,16.0,6.0,0.0,20.0,4.0
1089,16.0,9.0,10.0,3.0,6.0,0.0,20.0,4.0
1097,16.0,9.0,10.0,3.0,6.0,0.0,20.0,4.0
1181,16.0,9.0,10.0,3.0,0.0,0.0,20.0,4.0
1256,16.0,9.0,10.0,3.0,0.0,0.0,11.0,4.0
1315,16.0,9.0,22.0,3.0,0.0,0.0,11.0,4.0
1416,16.0,9.0,22.0,3.0,0.0,0.0,11.0,4.0
1447,5.0,9.0,22.0,3.0,0.0,0.0,5.0,4.0
1498,5.0,9.0,22.0,3.0,0.0,0.0,5.0,14.0
1518,5.0,10.0,19.0,33.0,0.0,0.0,3.0,14.0
1769,5.0,10.0,19.0,33.0,0.0,0.0,3.0,14.0
1811,5.0,10.0,19.0,33.0,18.0,0.0,3.0,14.0
1964,5.0,10.0,2.0,13.0,18.0,0.0,3.0,14.0
1988,5.0,10.0,2.0,6.0,0.0,0.0,3.0,21.0
2099,5.0,10.0,2.0,6.0,0.0,0.0,3.0,6.0
2127,27.0,10.0,2.0,6.0,0.0,0.0,3.0,6.0
2206,27.0,10.0,2.0,6.0,0.0,0.0,3.0,6.0
2209,27.0,19.0,2.0,6.0,0.0,0.0,6.0,6.0
2249,28.0,19.0,2.0,6.0,0.0,0.0,6.0,6.0
2427,28.0,19.0,2.0,6.0,0.0,0.0,6.0,6.0
2466,20.0,19.0,8.0,6.0,0.0,0.0,6.0,6.0
2522,6.0,22.0,8.0,10.0,2.0,0.0,18.0,6.0
2539,6.0,22.0,5.0,10.0,2.0,0.0,18.0,6.0
2565,6.0,22.0,5.0,9.0,2.0,0.0,18.0,18.0
2975,6.0,22.0,5.0,9.0,2.0,0.0,18.0,39.0
3096,6.0,22.0,5.0,9.0,2.0,0.0,18.0,39.0
3097,6.0,22.0,5.0,9.0,2.0,0.0,18.0,39.0
3110,6.0,24.0,5.0,9.0,2.0,0.0,18.0,39.0
3139,6.0,24.0,5.0,9.0,2.0,0.0,18.0,39.0
3185,24.0,30.0,5.0,9.0,17.0,0.0,24.0,39.0
3260,24.0,15.0,3.0,9.0,17.0,0.0,19.0,39.0
