,0,1,2,4,6,7,8,9,10,11,12,14,15,16,17,18,19,19_assign,9_assign
368610,97,33,45,37,27,67,58,51,22,83,47,0,77,21,69,76,96,8,88
368616,10,16,70,83,59,76,24,2,24,64,65,33,28,20,20,90,19,38,22
368617,58,29,43,63,85,9,67,2,48,42,92,41,21,43,40,52,49,14,28
368737,63,11,38,22,50,13,44,91,27,74,31,6,14,73,83,46,91,67,58
368760,61,77,3,67,19,17,62,77,89,34,20,9,35,79,82,12,28,54,95
368762,80,58,34,28,78,55,15,38,36,72,55,15,56,29,56,6,40,26,74
368763,51,24,13,79,68,84,24,27,59,14,1,10,46,91,53,75,31,36,4
368776,64,70,29,62,19,87,75,65,46,76,96,32,27,87,47,21,11,87,19
368777,78,85,62,30,11,28,5,56,46,82,36,51,97,32,87,15,43,97,45
368778,88,24,84,45,22,6,83,7,45,34,21,77,83,40,60,52,81,21,89
368779,6,95,24,68,94,69,5,61,27,51,93,1,74,35,60,82,11,0,5
368783,81,21,27,81,86,38,25,15,15,81,46,16,16,68,69,88,66,4,20
368784,28,35,12,45,87,25,22,77,99,26,54,14,30,98,75,17,3,55,63
368785,51,97,22,53,71,46,50,28,14,88,49,18,13,50,70,56,61,62,72
368786,36,20,61,70,51,70,33,74,64,59,71,51,11,84,91,90,88,55,50
368787,90,15,40,41,12,67,76,41,14,63,98,45,20,50,35,18,25,14,18
