,0,1,2,4,6,7,8,9,10,11,12,14,15,16,17,19,19_assign
321136,51,66,19,91,56,33,9,3,64,11,50,50,68,0,93,48,26
46363,34,39,59,2,69,70,62,3,26,8,48,31,80,0,87,21,9261
54541,21,85,6,91,30,67,53,4,67,97,69,17,57,0,49,67,300763
49706,9,56,75,29,54,44,84,5,22,26,82,5,41,0,28,81,531441
50447,50,70,76,73,75,43,70,5,18,49,20,59,47,0,89,56,175616
2774,16,73,87,70,31,40,79,5,35,70,69,38,72,0,80,28,21952
321555,90,6,71,93,63,58,83,6,72,29,44,57,64,0,28,84,21
321586,99,32,30,42,69,84,55,6,69,33,30,29,21,0,2,44,99
321972,89,84,98,15,4,6,74,6,56,17,84,23,28,0,0,81,0
47790,2,87,2,47,2,78,44,7,32,27,64,41,14,0,24,63,250047
6084,70,11,4,50,12,97,77,10,48,10,51,89,57,0,38,60,216000
53610,70,78,28,29,53,87,38,10,44,54,99,89,69,0,37,59,205379
403,29,84,24,64,22,43,46,11,23,4,10,26,65,0,82,89,704969
47062,90,17,28,19,47,95,46,11,67,41,85,62,29,0,44,42,74088
6080,46,66,0,34,72,11,7,12,83,86,69,69,10,0,1,31,29791
321988,35,83,12,10,55,83,15,12,18,56,35,16,11,0,6,27,3
5486,2,41,53,40,49,72,85,17,54,63,61,61,72,0,35,57,185193
8787,63,85,56,50,29,66,4,19,80,75,87,90,88,0,19,39,59319
46854,82,51,56,18,52,28,89,19,10,26,71,90,53,0,8,70,343000
52321,88,70,61,78,4,21,36,19,18,91,92,4,19,0,34,12,1728
3267,33,49,62,38,62,16,33,19,58,99,39,44,42,0,8,33,35937
42339,4,26,26,76,51,61,79,20,29,44,1,99,67,0,86,82,551368
43378,89,19,35,18,1,85,2,20,69,34,76,75,30,0,5,16,4096
52433,36,60,48,45,97,55,65,20,34,40,38,0,74,0,43,98,941192
43499,90,91,87,59,89,1,13,21,23,79,8,41,38,0,37,77,456533
44769,60,97,83,58,76,6,91,23,61,80,82,7,65,0,85,34,39304
53383,28,25,0,84,61,34,72,24,77,39,31,87,64,0,52,45,91125
2891,67,44,32,48,97,37,13,24,53,0,78,82,31,0,71,16,4096
5616,30,18,30,20,35,56,94,25,19,64,30,15,81,0,13,19,6859
319971,9,76,55,93,29,58,1,25,97,83,5,32,22,0,54,34,10
5164,88,55,72,61,72,28,63,25,56,18,85,85,54,0,73,53,148877
53555,98,7,52,94,43,64,94,27,75,55,89,6,96,0,61,49,117649
323077,7,46,72,18,6,6,67,30,95,5,52,86,67,0,90,73,67
5680,77,19,50,77,82,72,34,31,21,34,22,69,63,0,16,0,0
52365,37,34,27,17,92,98,64,32,90,53,90,62,53,0,30,68,314432
54283,82,11,55,87,91,55,39,34,77,13,88,5,91,0,8,99,970299
323449,3,83,64,91,17,95,2,34,92,26,32,89,41,0,37,54,35
51995,42,91,49,53,6,60,65,37,84,14,56,93,23,0,35,12,1728
321091,99,18,82,7,90,99,5,38,31,17,74,89,19,0,97,35,33
48748,11,64,14,34,64,34,56,39,31,31,59,20,93,0,20,3,27
323129,61,6,70,30,2,61,6,42,90,63,4,42,55,0,27,3,86
52288,5,71,11,87,64,72,62,43,19,69,32,29,99,0,43,73,389017
46623,71,46,18,47,98,89,45,43,8,3,47,16,47,0,9,56,175616
320104,91,36,32,6,82,53,98,43,72,52,94,6,31,0,65,68,43
319625,96,21,89,34,93,72,83,43,35,17,13,83,25,0,7,38,66
46846,76,95,75,57,1,96,28,44,5,34,34,80,66,0,47,73,389017
51208,68,2,66,30,9,64,81,45,9,13,37,29,47,0,45,91,753571
53818,49,72,53,82,10,13,9,47,72,20,90,16,11,0,71,7,343
6063,90,21,55,2,71,0,6,47,7,83,32,49,27,0,60,0,0
1802,74,79,41,10,98,31,33,48,39,14,6,44,71,0,93,55,166375
5416,15,93,37,61,47,21,68,49,86,15,36,85,64,0,78,81,531441
42336,48,65,60,78,12,86,92,50,9,96,70,23,9,0,13,60,216000
50605,86,4,23,72,82,85,93,51,93,30,24,54,41,0,88,89,704969
48402,33,84,42,65,3,33,15,51,30,10,83,64,64,0,39,63,250047
42773,68,59,55,33,27,50,26,51,29,57,79,73,27,0,79,63,250047
48328,72,2,56,86,63,66,55,52,98,73,87,21,72,0,80,63,250047
46075,93,0,5,59,83,75,11,54,99,93,55,21,96,0,8,29,24389
1518,4,55,13,31,49,91,24,55,28,48,21,17,7,0,69,62,238328
46553,78,71,2,95,42,6,33,56,85,50,1,24,44,0,34,5,125
332425,78,10,8,80,63,4,56,16,69,31,5,1,94,0,48,89,48
332622,2,52,22,74,61,7,5,73,39,70,21,64,6,0,38,8,19
332661,18,56,33,73,35,16,44,64,97,50,38,99,53,0,51,92,76
332688,63,59,64,65,57,55,52,66,99,63,76,37,19,0,14,69,69
332864,99,99,7,24,48,88,7,62,11,70,34,94,77,0,14,64,9
332893,33,44,59,67,42,52,16,7,5,47,34,60,34,0,95,79,91
