,0,1,2,4,6,7,8,9,10,11,12,14,15,16,17,18,19,19_assign,9_assign,11_assign
1226,13,1,2,65,35,66,73,39,62,15,99,94,16,57,88,46,84,592704,59319,3375
2187,27,5,17,46,32,76,85,18,64,31,33,59,75,8,34,19,75,421875,5832,29791
2347,25,45,6,31,35,85,83,43,3,22,75,30,54,31,25,2,94,830584,79507,10648
2374,53,37,42,98,35,80,82,42,46,51,10,90,0,13,2,24,6,216,74088,132651
2379,99,66,33,7,36,77,10,46,70,18,65,98,96,58,45,84,31,29791,97336,5832
3088,96,58,89,84,33,82,68,49,46,95,51,10,77,56,28,32,29,24389,117649,857375
3101,58,67,51,13,34,84,62,47,85,4,57,51,20,18,90,48,56,175616,103823,64
3293,85,33,58,98,33,60,87,44,67,31,36,80,45,12,33,10,35,42875,85184,29791
3456,70,35,43,69,32,94,99,18,21,91,58,50,45,69,49,82,51,132651,5832,753571
3700,7,59,53,71,34,46,81,43,64,44,78,75,66,25,6,20,64,262144,79507,85184
4703,65,32,56,90,32,16,89,27,42,57,64,71,43,13,84,19,9,729,19683,185193
5327,18,32,8,68,36,27,78,34,59,12,37,23,60,29,44,57,6,216,39304,1728
5967,1,24,8,41,32,20,11,49,32,24,41,74,47,59,4,9,13,2197,117649,13824
7740,4,66,18,85,32,94,28,21,95,3,22,34,39,50,6,16,61,226981,9261,27
7911,94,79,33,68,34,42,33,36,19,45,21,81,53,52,92,19,17,4913,46656,91125
8277,75,31,76,19,35,26,64,26,44,84,35,13,5,32,31,85,93,804357,17576,592704
8384,3,51,38,60,34,84,49,32,47,40,21,74,86,74,80,32,91,753571,32768,64000
9124,68,36,3,76,34,57,32,46,45,31,39,95,34,44,90,52,73,389017,97336,29791
9228,41,63,80,9,32,56,76,57,68,79,92,29,85,30,60,14,99,970299,185193,493039
9351,48,80,82,22,33,78,67,36,74,35,1,86,41,67,96,17,56,175616,46656,42875
9406,65,89,63,37,36,70,26,22,94,68,29,39,79,9,36,51,85,614125,10648,314432
9805,24,34,59,41,34,73,82,23,14,35,87,71,80,57,8,25,69,328509,12167,42875
42496,22,54,21,60,33,66,57,46,94,3,81,59,14,36,33,75,56,175616,97336,27
43640,87,36,31,43,33,56,1,56,34,97,61,3,81,70,8,53,62,238328,175616,912673
44163,12,59,40,63,35,9,15,24,71,55,2,62,37,25,11,16,99,970299,13824,166375
44498,83,39,8,33,36,4,14,55,31,46,91,34,80,23,64,33,30,27000,166375,97336
44598,42,16,13,57,34,43,76,42,82,2,35,33,87,19,23,14,28,21952,74088,8
44851,14,42,80,83,36,52,76,41,47,36,73,28,17,14,50,1,53,148877,68921,46656
44900,65,69,41,22,35,63,66,51,66,94,92,92,8,64,40,28,30,27000,132651,830584
45127,55,82,19,73,36,65,28,36,65,21,52,45,48,72,73,20,71,357911,46656,9261
45306,48,9,23,52,36,82,58,55,42,3,69,12,84,80,20,77,33,35937,166375,27
45377,94,59,59,9,35,77,36,46,98,67,75,21,35,33,49,37,7,343,97336,300763
46591,20,42,30,40,33,13,47,50,50,15,39,25,10,41,16,50,31,29791,125000,3375
47389,8,97,26,37,34,4,85,58,50,80,40,56,96,55,97,64,63,250047,195112,512000
47666,79,14,41,23,35,58,46,33,46,20,19,33,2,42,39,97,63,250047,35937,8000
48106,95,84,40,57,32,16,42,46,3,35,29,44,82,55,45,45,84,592704,97336,42875
48948,43,11,14,43,35,77,79,21,70,38,69,54,23,88,15,97,36,46656,9261,54872
49197,27,31,38,12,33,66,73,25,11,88,99,27,60,39,66,85,41,68921,15625,681472
49766,59,94,8,82,36,7,86,21,73,72,73,67,22,99,83,65,90,729000,9261,373248
50655,74,85,31,46,32,36,71,45,12,4,82,20,71,51,23,60,3,27,91125,64
50818,73,57,49,43,35,32,46,26,16,62,23,11,38,55,31,41,41,68921,17576,238328
50851,33,60,37,63,34,49,13,17,16,75,1,1,37,85,69,29,94,830584,4913,421875
51251,93,74,50,97,33,4,35,44,41,26,27,89,82,23,28,63,97,912673,85184,17576
51302,2,93,88,66,36,24,81,21,8,34,47,31,93,87,27,50,26,17576,9261,39304
51992,90,35,11,6,36,58,32,49,31,58,61,77,15,62,3,51,83,571787,117649,195112
54575,90,25,74,75,32,0,28,23,64,91,24,87,85,12,72,84,85,614125,12167,753571
54620,31,82,14,14,33,81,20,39,49,82,14,59,70,46,53,73,94,830584,59319,551368
320592,66,31,55,5,35,49,31,53,51,10,34,29,20,22,42,59,41,35,148877,1000
321187,25,32,36,67,34,52,12,22,31,45,13,39,94,14,80,48,29,19,10648,91125
321345,10,33,25,55,33,60,61,48,95,85,6,52,83,50,3,59,92,98,110592,614125
322052,39,99,37,27,35,76,83,40,80,45,2,27,76,3,82,77,57,56,64000,91125
322271,7,50,33,92,33,74,93,21,89,29,90,65,86,79,18,65,67,41,9261,24389
322441,3,30,60,32,34,0,3,49,60,34,72,82,28,76,56,76,34,27,117649,39304
322532,2,4,16,95,34,7,88,44,41,98,4,40,31,32,10,74,74,98,85184,941192
322725,27,99,63,90,35,30,76,22,85,89,24,55,28,41,71,44,46,98,10648,704969
322909,95,53,41,19,32,62,21,27,90,74,62,14,2,66,61,61,60,56,19683,405224
332367,86,31,65,33,32,12,90,52,23,3,73,44,57,34,5,60,62,98,140608,27
332369,94,23,11,19,32,4,73,29,32,72,87,57,35,19,89,94,25,35,24389,373248
332417,81,10,51,0,34,88,24,62,60,59,21,30,87,4,97,56,92,84,238328,205379
332477,80,11,19,80,32,88,28,56,69,89,64,72,31,68,4,41,1,93,175616,704969
332549,22,5,8,70,33,32,1,54,56,11,16,43,94,55,76,43,34,81,157464,1331
332582,54,36,40,68,35,36,15,40,21,84,15,4,60,40,8,52,74,8,64000,592704
332642,61,53,22,97,36,40,47,83,31,58,11,73,83,71,30,24,51,15,571787,195112
332661,18,56,33,73,35,16,44,64,97,50,38,99,53,0,51,90,92,76,262144,125000
332664,40,65,22,43,32,38,3,57,81,83,76,73,86,85,41,71,68,69,185193,571787
332768,33,62,90,87,32,95,59,36,76,95,84,61,96,79,36,63,76,64,46656,857375
333024,56,26,69,4,34,45,50,51,68,59,13,72,27,1,40,15,43,56,132651,205379
333097,62,35,13,56,32,27,4,48,40,60,99,30,2,67,39,35,99,68,110592,216000
333108,0,23,29,76,34,92,32,83,82,17,48,71,75,52,36,23,3,29,571787,4913
