,0,1,2,3,5,6,7,8,9
5,59.833333333333336,33.333333333333336,56.5,49.5,55.5,50.166666666666664,47.666666666666664,73.0,55.0
6,66.33333333333333,34.0,51.5,47.833333333333336,66.0,43.166666666666664,40.5,61.333333333333336,45.666666666666664
7,56.166666666666664,42.666666666666664,51.166666666666664,51.0,64.66666666666667,45.666666666666664,40.0,63.166666666666664,39.0
8,50.833333333333336,44.333333333333336,41.333333333333336,56.333333333333336,77.5,53.5,47.5,56.166666666666664,33.666666666666664
9,55.666666666666664,47.166666666666664,38.5,53.5,70.33333333333333,49.333333333333336,48.333333333333336,58.833333333333336,31.833333333333332
10,56.333333333333336,48.333333333333336,42.333333333333336,49.333333333333336,67.0,39.833333333333336,46.0,56.0,36.0
11,57.666666666666664,44.333333333333336,37.833333333333336,54.5,61.333333333333336,34.0,33.833333333333336,51.333333333333336,36.5
12,54.5,44.333333333333336,36.333333333333336,59.0,59.666666666666664,29.666666666666668,37.666666666666664,59.5,43.5
13,64.0,37.666666666666664,33.166666666666664,55.833333333333336,51.833333333333336,42.666666666666664,36.333333333333336,46.833333333333336,55.5
14,71.0,42.833333333333336,28.666666666666668,55.0,46.5,37.833333333333336,33.333333333333336,54.0,47.833333333333336
15,60.666666666666664,30.5,39.333333333333336,55.666666666666664,54.5,41.5,40.333333333333336,45.5,39.833333333333336
16,56.666666666666664,32.333333333333336,30.666666666666668,52.5,55.166666666666664,44.166666666666664,46.666666666666664,43.833333333333336,47.5
17,54.666666666666664,32.0,33.5,40.0,69.66666666666667,41.5,54.833333333333336,44.666666666666664,55.166666666666664
18,57.166666666666664,25.0,42.166666666666664,38.0,70.33333333333333,44.5,63.0,47.833333333333336,49.5
19,56.666666666666664,35.333333333333336,43.0,45.833333333333336,65.66666666666667,34.666666666666664,65.83333333333333,49.5,38.333333333333336
20,43.833333333333336,25.333333333333332,42.833333333333336,48.5,58.5,26.333333333333332,67.16666666666667,48.666666666666664,48.166666666666664
21,58.333333333333336,34.166666666666664,41.5,42.833333333333336,56.833333333333336,35.333333333333336,56.166666666666664,62.0,48.666666666666664
22,58.166666666666664,35.0,45.0,42.0,58.666666666666664,33.333333333333336,55.666666666666664,71.5,49.0
23,48.666666666666664,38.0,55.0,52.0,51.333333333333336,32.833333333333336,48.333333333333336,68.5,41.0
24,52.0,36.333333333333336,55.666666666666664,52.0,44.833333333333336,35.333333333333336,47.166666666666664,61.666666666666664,40.5
25,44.166666666666664,22.333333333333332,60.0,44.166666666666664,53.5,29.333333333333332,44.333333333333336,72.33333333333333,49.166666666666664
26,47.0,34.5,62.5,29.333333333333332,63.666666666666664,28.0,45.5,69.83333333333333,40.833333333333336
27,39.166666666666664,37.333333333333336,67.33333333333333,38.5,63.0,18.0,44.333333333333336,54.833333333333336,54.166666666666664
28,44.0,42.5,74.83333333333333,38.333333333333336,61.5,21.166666666666668,52.166666666666664,55.666666666666664,54.666666666666664
29,50.666666666666664,50.5,58.666666666666664,37.0,53.166666666666664,35.333333333333336,64.5,58.0,53.5
30,40.0,55.333333333333336,55.833333333333336,45.666666666666664,54.833333333333336,41.833333333333336,69.0,50.833333333333336,53.333333333333336
31,43.833333333333336,71.5,53.333333333333336,45.0,56.0,55.666666666666664,64.16666666666667,41.833333333333336,40.333333333333336
32,50.666666666666664,64.0,57.333333333333336,53.5,56.166666666666664,59.666666666666664,58.833333333333336,39.666666666666664,46.333333333333336
33,56.666666666666664,67.83333333333333,45.666666666666664,60.5,55.166666666666664,62.666666666666664,58.833333333333336,40.166666666666664,46.5
34,50.833333333333336,61.5,47.5,60.666666666666664,47.333333333333336,68.16666666666667,53.0,27.833333333333332,35.5
35,47.166666666666664,53.666666666666664,57.666666666666664,64.5,61.5,61.5,51.666666666666664,31.0,42.166666666666664
36,51.833333333333336,51.5,44.5,56.666666666666664,60.0,54.333333333333336,38.833333333333336,42.0,46.833333333333336
