,0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
12345,33,67,25,49,54,19,27,53,18,75,14,41,74,19,91,97,26,49,69
12339,81,33,17,81,58,68,11,58,80,59,30,63,51,48,70,93,55,88,77
12337,46,17,31,68,72,98,68,1,53,69,72,68,56,73,40,61,15,89,59
12336,54,2,39,84,58,38,32,0,45,48,19,82,85,74,76,61,57,56,78
13133,90,51,7,7,58,59,4,19,38,9,2,86,93,3,83,90,13,7,13
13134,80,30,45,84,96,66,98,73,34,48,44,16,0,11,4,70,14,44,72
13135,24,7,92,73,74,49,68,88,62,1,16,76,63,9,90,62,14,89,50
13136,96,29,8,59,86,83,33,8,75,6,46,74,54,66,16,50,52,23,16
13137,90,14,62,97,73,98,23,27,79,20,76,66,47,99,49,31,91,10,44
13138,71,49,95,58,94,30,1,90,56,37,88,68,9,14,97,90,10,10,86
13139,14,33,72,3,50,77,87,72,0,84,22,83,5,71,38,7,75,38,45
13140,75,73,3,96,74,34,40,73,60,6,98,58,50,96,18,45,83,50,32
13141,4,75,43,41,25,47,4,85,27,54,38,66,19,63,63,22,18,7,33
13142,0,30,61,73,59,65,60,23,35,27,84,41,44,3,59,93,94,93,73
13143,34,97,45,56,85,53,79,16,9,35,34,34,11,98,46,89,43,62,91
13144,66,80,46,54,17,75,58,85,72,38,74,87,50,30,24,3,17,45,16
13145,11,31,10,83,93,59,25,50,73,46,21,92,82,0,94,15,39,21,7
