,0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
12337,46,17,31,68,72,98,68,1,53,69,72,68,56,73,40,61,15,89,59
12338,30,92,21,67,5,5,83,25,72,92,5,68,47,17,32,0,46,76,70
12345,33,67,25,49,54,19,27,53,18,75,14,41,74,19,91,97,26,49,69
12343,76,43,77,41,71,36,16,61,99,94,49,34,58,3,38,43,42,74,54
12336,54,2,39,84,58,38,32,0,45,48,19,82,85,74,76,61,57,56,78
12342,19,6,14,37,98,91,78,80,91,63,96,99,83,4,67,0,89,32,90
12341,56,15,43,18,96,23,64,79,73,36,2,7,65,7,14,91,35,98,45
12340,27,34,43,13,40,29,78,87,94,92,54,87,18,60,79,96,57,85,33
12339,81,33,17,81,58,68,11,58,80,59,30,63,51,48,70,93,55,88,77
