,0,1,2,4,6,7,8,9,10,11,12,14,15,16,17,18,19,19_assign,9_assign
345809,11,84,51,78,83,38,63,10,23,14,47,62,15,99,67,57,91,31,1000
336694,52,53,2,80,83,54,2,61,43,5,55,89,29,6,52,80,95,66,226981
346851,36,12,49,20,73,15,23,26,22,13,65,33,14,14,86,48,22,48,17576
347130,22,19,31,80,79,48,90,13,83,2,10,89,76,96,2,37,12,47,2197
4150,65,82,61,89,92,92,1,28,1,16,58,88,18,51,76,71,9,729,21952
345968,25,78,8,19,19,17,39,2,2,35,42,14,35,70,49,8,37,89,8
333560,45,57,78,89,54,30,19,28,8,57,59,3,34,23,39,10,99,0,21952
320471,84,82,28,34,47,26,52,41,54,59,88,23,38,44,96,54,13,65,68921
9780,56,56,33,31,6,5,69,47,93,48,18,76,50,86,27,41,33,35937,103823
336067,16,98,32,82,10,66,58,52,39,33,41,0,53,41,65,85,65,96,140608
345396,74,84,18,86,42,41,63,63,75,34,56,38,1,2,48,64,90,15,250047
334269,63,96,29,82,90,84,40,21,81,28,56,1,49,21,96,56,27,30,9261
336821,65,8,56,30,35,6,82,63,26,37,2,73,45,34,96,46,28,16,250047
333675,87,36,18,78,97,88,28,85,58,23,9,27,56,13,74,71,62,26,614125
54146,28,83,53,31,43,14,13,18,31,62,22,69,28,67,86,14,53,148877,5832
345706,79,42,91,23,18,46,62,28,70,32,27,68,53,31,22,14,18,43,21952
344706,25,25,31,10,0,27,20,56,55,8,73,29,44,11,71,68,16,60,175616
344615,79,64,96,35,61,43,57,4,30,4,10,8,42,86,55,12,74,48,64
333437,12,55,99,22,29,79,57,71,60,96,25,49,67,59,66,58,90,97,357911
321558,77,82,22,33,78,6,42,20,37,76,86,32,46,36,67,30,99,16,8000
334825,0,55,84,91,31,23,59,20,38,37,4,61,35,14,77,16,11,26,8000
335263,17,5,29,19,45,46,64,91,70,30,79,77,39,98,89,45,28,75,753571
322699,90,9,88,72,30,29,50,58,43,24,20,53,41,5,17,84,19,51,195112
335062,67,54,53,49,96,92,35,43,86,27,22,0,38,16,63,46,40,80,79507
346384,72,23,34,76,3,95,16,18,43,73,77,75,59,77,9,95,74,10,5832
345604,7,8,50,40,82,47,46,4,27,4,60,8,15,7,20,25,88,46,64
346226,2,41,87,63,80,91,78,14,55,45,89,28,20,49,63,24,28,6,2744
345886,96,16,75,41,41,22,22,8,54,27,61,20,59,39,52,99,10,4,512
334186,34,13,24,72,40,85,73,53,72,27,8,99,80,17,65,98,95,15,148877
333009,81,87,15,84,74,76,74,80,91,2,90,4,37,83,35,34,53,39,512000
347310,17,8,79,37,59,72,14,22,26,41,34,54,27,61,20,3,17,46,10648
44498,83,39,8,33,36,4,14,55,31,46,91,34,80,23,64,33,30,27000,166375
321667,36,40,57,16,50,76,38,35,89,14,51,60,22,11,96,57,20,78,42875
332703,65,80,4,50,91,37,83,99,9,26,79,8,71,22,29,7,53,9,970299
346375,55,16,62,21,38,18,19,89,69,1,37,96,9,64,83,65,47,31,704969
323662,28,39,59,87,30,45,41,47,90,74,6,10,35,27,1,6,67,50,103823
319653,59,24,16,29,51,39,80,43,22,88,4,53,72,71,61,29,25,13,79507
52523,32,73,34,59,48,79,90,43,66,47,94,5,34,17,3,91,76,438976,79507
321815,0,93,49,98,78,7,56,55,71,41,62,55,29,22,17,73,53,37,166375
332868,86,74,12,65,46,24,40,33,26,8,93,99,37,41,55,13,38,64,35937
