,0,1,2,4,6,7,8,9,10,11,12,14,15,16,17,18,19,19_assign,9_assign,17_assign
368550,39,45,0,91,62,75,3,70,50,59,42,54,90,2,50,97,19,69,93,125000
368617,58,29,43,63,85,9,67,2,48,42,92,41,21,43,40,52,49,14,28,64000
368737,63,11,38,22,50,13,44,91,27,74,31,6,14,73,83,46,91,67,58,571787
368616,10,16,70,83,59,76,24,2,24,64,65,33,28,20,20,90,19,38,22,8000
368610,97,33,45,37,27,67,58,51,22,83,47,0,77,21,69,76,96,8,88,328509
368764,31,94,46,21,55,1,25,25,85,26,73,1,94,79,16,16,94,84,55,4096
368765,39,79,24,17,30,82,96,74,73,13,10,51,47,27,40,81,8,49,53,64000
368766,95,53,30,11,8,83,22,92,43,55,92,74,42,40,62,42,85,21,66,238328
368767,55,41,55,77,13,42,10,49,3,76,43,12,17,17,51,90,10,31,90,132651
368768,28,97,53,13,77,56,32,41,43,37,48,65,0,98,40,65,32,57,34,19
368769,39,80,8,28,18,76,18,36,20,88,45,65,73,25,24,78,43,11,61,59
368770,20,69,95,86,82,42,97,61,47,79,79,20,21,38,47,4,78,22,85,74
368771,28,30,94,98,67,71,56,62,90,13,98,68,63,27,23,96,57,81,90,42
368772,65,5,87,94,76,51,15,59,88,86,18,45,68,60,53,0,5,53,61,52
368773,3,94,82,82,52,94,79,68,98,99,21,86,14,57,89,57,21,63,65,6
368774,19,40,43,26,22,22,8,6,67,51,35,18,76,6,29,19,57,22,27,15
368775,44,57,62,13,70,40,53,68,26,55,46,20,50,71,36,7,20,59,50,9
