,0,1,2,3,5,6,8,9
2542,2.0,0.0,13.0,0.0,0.0,1.0,30.0,0.0
2592,2.0,0.0,13.0,0.0,0.0,1.0,30.0,0.0
2827,9.0,0.0,40.0,0.0,0.0,1.0,30.0,0.0
2899,9.0,0.0,40.0,0.0,0.0,1.0,30.0,0.0
3170,9.0,0.0,40.0,0.0,15.0,1.0,1.0,0.0
3245,9.0,16.0,40.0,0.0,0.0,1.0,1.0,0.0
3265,9.0,16.0,40.0,0.0,0.0,1.0,1.0,4.0
3326,9.0,16.0,40.0,0.0,0.0,1.0,1.0,4.0
5040,3.0,3.0,14.0,0.0,1.0,3.0,9.0,26.0
5101,3.0,3.0,14.0,0.0,1.0,3.0,19.0,26.0
5112,3.0,11.0,14.0,0.0,1.0,3.0,19.0,26.0
5335,3.0,11.0,24.0,0.0,1.0,3.0,19.0,26.0
5676,3.0,11.0,20.0,0.0,1.0,3.0,19.0,26.0
5979,3.0,11.0,20.0,0.0,1.0,3.0,19.0,26.0
6293,7.0,11.0,20.0,0.0,1.0,3.0,19.0,26.0
6306,7.0,11.0,20.0,0.0,1.0,3.0,19.0,14.0
2627,8.0,1.0,15.0,0.0,9.0,4.0,1.0,15.0
2720,2.0,1.0,11.0,0.0,9.0,4.0,1.0,15.0
2724,2.0,1.0,11.0,0.0,9.0,4.0,1.0,4.0
2741,2.0,2.0,11.0,0.0,9.0,4.0,1.0,4.0
2745,2.0,2.0,11.0,0.0,9.0,4.0,1.0,4.0
2834,2.0,2.0,11.0,0.0,0.0,4.0,1.0,4.0
2890,2.0,2.0,11.0,0.0,0.0,4.0,1.0,4.0
2953,2.0,5.0,11.0,0.0,0.0,4.0,20.0,4.0
844,30.0,20.0,12.0,0.0,1.0,6.0,23.0,10.0
880,30.0,24.0,12.0,0.0,0.0,6.0,23.0,10.0
988,15.0,24.0,12.0,0.0,0.0,6.0,23.0,3.0
1025,15.0,24.0,8.0,0.0,0.0,6.0,23.0,3.0
1046,14.0,24.0,8.0,0.0,0.0,6.0,18.0,3.0
1054,14.0,24.0,8.0,0.0,0.0,6.0,9.0,3.0
1093,14.0,24.0,8.0,0.0,0.0,6.0,9.0,3.0
1259,14.0,24.0,8.0,0.0,0.0,6.0,8.0,3.0
7090,22.0,4.0,13.0,0.0,4.0,6.0,5.0,3.0
7105,22.0,4.0,13.0,0.0,4.0,6.0,5.0,3.0
7313,7.0,5.0,13.0,0.0,4.0,6.0,5.0,3.0
7371,7.0,5.0,13.0,0.0,6.0,6.0,3.0,3.0
7418,2.0,5.0,13.0,0.0,5.0,6.0,3.0,13.0
7436,2.0,5.0,32.0,0.0,5.0,6.0,3.0,13.0
7481,2.0,5.0,32.0,0.0,5.0,6.0,3.0,13.0
7571,2.0,5.0,25.0,0.0,5.0,6.0,3.0,13.0
8015,29.0,12.0,20.0,0.0,15.0,6.0,1.0,0.0
8110,29.0,12.0,20.0,0.0,15.0,6.0,1.0,0.0
8232,32.0,14.0,20.0,0.0,5.0,6.0,1.0,0.0
8274,31.0,14.0,20.0,0.0,5.0,6.0,1.0,0.0
8490,31.0,14.0,20.0,0.0,5.0,6.0,1.0,0.0
8981,31.0,14.0,20.0,0.0,5.0,6.0,1.0,0.0
9281,11.0,14.0,22.0,0.0,5.0,6.0,12.0,0.0
9336,9.0,20.0,22.0,0.0,5.0,6.0,12.0,0.0
9357,9.0,20.0,22.0,0.0,5.0,6.0,12.0,1.0
9460,9.0,20.0,3.0,0.0,5.0,6.0,12.0,1.0
9543,9.0,5.0,3.0,0.0,14.0,6.0,12.0,1.0
9657,9.0,5.0,3.0,0.0,14.0,6.0,12.0,1.0
9746,9.0,5.0,3.0,0.0,14.0,6.0,12.0,1.0
9767,9.0,5.0,3.0,0.0,14.0,6.0,12.0,1.0
9984,9.0,2.0,3.0,0.0,20.0,6.0,19.0,1.0
3693,6.0,7.0,14.0,0.0,5.0,7.0,5.0,11.0
3762,6.0,7.0,14.0,0.0,5.0,7.0,5.0,11.0
3827,6.0,7.0,18.0,0.0,5.0,7.0,2.0,11.0
3906,6.0,7.0,18.0,0.0,5.0,7.0,2.0,11.0
3939,18.0,39.0,10.0,0.0,24.0,7.0,2.0,11.0
4034,18.0,39.0,10.0,0.0,60.0,7.0,2.0,11.0
4059,21.0,16.0,10.0,0.0,23.0,7.0,2.0,11.0
4083,21.0,16.0,10.0,0.0,23.0,7.0,2.0,6.0
4378,51.0,3.0,26.0,0.0,13.0,10.0,14.0,2.0
4500,13.0,3.0,26.0,0.0,13.0,10.0,14.0,7.0
4698,13.0,3.0,16.0,0.0,13.0,10.0,16.0,2.0
4956,13.0,14.0,16.0,0.0,13.0,10.0,16.0,2.0
4975,13.0,14.0,16.0,0.0,13.0,10.0,0.0,2.0
5170,13.0,14.0,16.0,0.0,13.0,10.0,0.0,2.0
5302,13.0,14.0,16.0,0.0,13.0,10.0,0.0,2.0
5485,11.0,14.0,16.0,0.0,13.0,10.0,0.0,2.0
4257,5.0,36.0,5.0,0.0,18.0,11.0,15.0,11.0
4323,14.0,36.0,16.0,0.0,18.0,11.0,15.0,47.0
4514,14.0,36.0,16.0,0.0,18.0,11.0,25.0,31.0
4699,14.0,4.0,16.0,0.0,11.0,11.0,36.0,31.0
4718,14.0,4.0,16.0,0.0,11.0,11.0,36.0,31.0
4976,19.0,4.0,16.0,0.0,11.0,11.0,36.0,31.0
5151,19.0,4.0,24.0,0.0,11.0,11.0,33.0,31.0
5169,19.0,4.0,24.0,0.0,11.0,11.0,33.0,31.0
1785,4.0,9.0,15.0,0.0,8.0,13.0,0.0,15.0
1829,9.0,9.0,1.0,0.0,8.0,13.0,0.0,15.0
1981,7.0,9.0,1.0,0.0,8.0,13.0,0.0,15.0
2053,7.0,9.0,1.0,0.0,8.0,13.0,0.0,9.0
2124,7.0,9.0,1.0,0.0,19.0,13.0,0.0,9.0
2156,7.0,17.0,1.0,0.0,6.0,13.0,0.0,9.0
2337,7.0,17.0,1.0,0.0,6.0,13.0,0.0,9.0
2338,7.0,17.0,0.0,0.0,6.0,13.0,0.0,9.0
8046,1.0,1.0,43.0,0.0,0.0,14.0,3.0,1.0
8051,18.0,1.0,41.0,0.0,0.0,14.0,3.0,1.0
8058,18.0,2.0,41.0,0.0,0.0,14.0,3.0,1.0
8127,14.0,2.0,41.0,0.0,0.0,14.0,3.0,1.0
8262,14.0,7.0,19.0,0.0,0.0,14.0,8.0,1.0
8394,14.0,7.0,19.0,0.0,0.0,14.0,8.0,1.0
8436,14.0,0.0,19.0,0.0,15.0,14.0,8.0,1.0
8667,14.0,0.0,17.0,0.0,15.0,14.0,8.0,1.0
2062,1.0,44.0,5.0,0.0,9.0,16.0,34.0,11.0
2066,1.0,8.0,5.0,0.0,9.0,16.0,34.0,11.0
2134,1.0,8.0,5.0,0.0,4.0,16.0,34.0,11.0
2187,7.0,8.0,5.0,0.0,2.0,16.0,12.0,11.0
2197,7.0,8.0,5.0,0.0,2.0,16.0,10.0,11.0
2314,7.0,4.0,9.0,0.0,2.0,16.0,10.0,11.0
2452,7.0,4.0,9.0,0.0,2.0,16.0,10.0,11.0
2491,7.0,4.0,9.0,0.0,2.0,16.0,10.0,29.0
5902,3.0,9.0,7.0,0.0,7.0,16.0,5.0,9.0
6009,3.0,9.0,7.0,0.0,19.0,16.0,5.0,9.0
6351,3.0,9.0,7.0,0.0,19.0,16.0,12.0,5.0
6389,3.0,9.0,7.0,0.0,19.0,16.0,12.0,5.0
6489,3.0,9.0,7.0,0.0,19.0,16.0,12.0,5.0
6696,18.0,9.0,6.0,0.0,22.0,16.0,12.0,5.0
6721,18.0,15.0,6.0,0.0,18.0,16.0,12.0,5.0
6811,18.0,15.0,6.0,0.0,18.0,16.0,12.0,5.0
3694,25.0,6.0,16.0,0.0,4.0,18.0,2.0,22.0
3997,25.0,6.0,16.0,0.0,4.0,18.0,2.0,24.0
4171,25.0,6.0,16.0,0.0,4.0,18.0,2.0,17.0
4285,25.0,16.0,16.0,0.0,4.0,18.0,13.0,17.0
4462,25.0,16.0,35.0,0.0,5.0,18.0,13.0,17.0
4529,26.0,19.0,35.0,0.0,5.0,18.0,13.0,17.0
4532,26.0,12.0,35.0,0.0,5.0,18.0,13.0,17.0
4568,26.0,12.0,35.0,0.0,5.0,18.0,13.0,10.0
4580,27.0,12.0,26.0,0.0,5.0,18.0,18.0,10.0
4603,27.0,12.0,26.0,0.0,5.0,18.0,18.0,10.0
4612,35.0,12.0,26.0,0.0,24.0,18.0,32.0,10.0
4663,35.0,12.0,20.0,0.0,24.0,18.0,32.0,10.0
4727,35.0,12.0,20.0,0.0,31.0,18.0,32.0,10.0
5287,5.0,1.0,4.0,0.0,5.0,18.0,22.0,4.0
5292,5.0,1.0,4.0,0.0,5.0,18.0,14.0,4.0
5573,5.0,1.0,4.0,0.0,5.0,18.0,14.0,5.0
5740,5.0,13.0,4.0,0.0,5.0,18.0,4.0,5.0
5772,5.0,13.0,4.0,0.0,5.0,18.0,4.0,15.0
5881,5.0,13.0,4.0,0.0,5.0,18.0,4.0,3.0
5964,5.0,1.0,25.0,0.0,5.0,18.0,4.0,3.0
6027,5.0,1.0,15.0,0.0,13.0,18.0,4.0,3.0
7055,4.0,12.0,14.0,0.0,9.0,19.0,34.0,1.0
7253,4.0,12.0,14.0,0.0,9.0,19.0,34.0,1.0
7337,4.0,9.0,14.0,0.0,9.0,19.0,34.0,1.0
7356,4.0,2.0,14.0,0.0,19.0,19.0,34.0,1.0
7359,4.0,2.0,14.0,0.0,19.0,19.0,34.0,1.0
7414,4.0,2.0,14.0,0.0,19.0,19.0,34.0,16.0
7449,15.0,2.0,14.0,0.0,19.0,19.0,34.0,16.0
7526,19.0,2.0,37.0,0.0,19.0,19.0,34.0,9.0
9244,13.0,11.0,18.0,0.0,0.0,19.0,2.0,34.0
9369,13.0,2.0,18.0,0.0,0.0,19.0,2.0,28.0
9403,13.0,2.0,18.0,0.0,0.0,19.0,2.0,28.0
9487,13.0,2.0,18.0,0.0,0.0,19.0,1.0,28.0
9520,13.0,2.0,23.0,0.0,0.0,19.0,1.0,28.0
9670,13.0,2.0,23.0,0.0,0.0,19.0,1.0,28.0
7,8.0,2.0,23.0,0.0,0.0,19.0,1.0,22.0
91,8.0,2.0,23.0,0.0,11.0,19.0,1.0,22.0
4450,5.0,22.0,17.0,0.0,0.0,21.0,9.0,10.0
4481,12.0,22.0,9.0,0.0,0.0,21.0,3.0,10.0
4545,12.0,22.0,6.0,0.0,0.0,21.0,3.0,9.0
4554,12.0,22.0,6.0,0.0,0.0,21.0,3.0,9.0
4655,12.0,22.0,6.0,0.0,0.0,21.0,3.0,9.0
4692,12.0,22.0,6.0,0.0,0.0,21.0,3.0,9.0
4693,4.0,22.0,6.0,0.0,0.0,21.0,3.0,9.0
4823,4.0,22.0,6.0,0.0,0.0,21.0,3.0,9.0
1573,9.0,18.0,12.0,0.0,16.0,22.0,9.0,9.0
1584,9.0,18.0,14.0,0.0,27.0,22.0,9.0,9.0
