37.csv,35.csv,1
79.csv,78.csv,1
8.csv,6.csv,1
1.csv,0.csv,0.952381
34.csv,33.csv,0.94176
15.csv,11.csv,0.929808
51.csv,48.csv,0.9281
6.csv,5.csv,0.920638
56.csv,55.csv,0.911983
6.csv,11.csv,0.904762
31.csv,30.csv,0.894737
65.csv,64.csv,0.882143
35.csv,32.csv,0.868056
47.csv,43.csv,0.857143
50.csv,49.csv,0.857143
29.csv,28.csv,0.839044
49.csv,48.csv,0.833333
53.csv,51.csv,0.83225
74.csv,73.csv,0.784404
64.csv,63.csv,0.784314
17.csv,16.csv,0.771114
76.csv,70.csv,0.770642
69.csv,67.csv,0.733945
77.csv,76.csv,0.725275
44.csv,43.csv,0.714286
13.csv,12.csv,0.707103
26.csv,25.csv,0.702974
46.csv,44.csv,0.691176
71.csv,66.csv,0.6875
21.csv,20.csv,0.673578
25.csv,20.csv,0.667329
19.csv,17.csv,0.651497
66.csv,61.csv,0.636364
48.csv,46.csv,0.630952
60.csv,59.csv,0.625
55.csv,52.csv,0.62069
2.csv,1.csv,0.62054
45.csv,43.csv,0.614151
9.csv,10.csv,0.612533
9.csv,7.csv,0.606064
39.csv,35.csv,0.590278
16.csv,15.csv,0.590009
22.csv,20.csv,0.586731
12.csv,10.csv,0.572598
41.csv,40.csv,0.571429
3.csv,1.csv,0.560947
62.csv,60.csv,0.555556
18.csv,17.csv,0.555053
57.csv,55.csv,0.55371
54.csv,53.csv,0.548148
33.csv,28.csv,0.541443
63.csv,62.csv,0.504202
61.csv,60.csv,0.5
70.csv,69.csv,0.5
72.csv,71.csv,0.5
58.csv,57.csv,0.484375
23.csv,22.csv,0.481313
30.csv,27.csv,0.472078
14.csv,13.csv,0.471085
5.csv,1.csv,0.467224
42.csv,41.csv,0.466667
20.csv,18.csv,0.464229
73.csv,61.csv,0.454545
38.csv,34.csv,0.445094
67.csv,66.csv,0.444444
24.csv,21.csv,0.436675
28.csv,26.csv,0.420463
52.csv,50.csv,0.397436
7.csv,6.csv,0.358301
36.csv,31.csv,0.341406
78.csv,77.csv,0.333333
43.csv,42.csv,0.306122
4.csv,1.csv,0.297203
27.csv,25.csv,0.291245
68.csv,67.csv,0.2
59.csv,57.csv,0.16
75.csv,73.csv,0.105556
32.csv,29.csv,0.0591786
40.csv,39.csv,0.0175439
